	y	age	default	balance	housing	loan	contact	day	duration	campaign	pdays	previous	poutcome	admin	blue_collar	entrepreneur	housemaid	management	retired	self_employed	services	student	technician	divorced	single	tertiary	primary	feb	mar	apr	may	jun	jul	aug	sep	oct	nov	dec
1713	0	0.5714285714285714	0	0.12957482133833828	0	1	1	0.9666666666666667	0.054002541296060996	0.1	0.2655172413793103	0.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1719	1	0.4444444444444444	0	0.20988233595611058	1	0	1	0.23333333333333334	0.6524777636594664	0.20000000000000004	0.16091954022988506	0.24999999999999997	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1729	1	0.5238095238095237	0	0.1370822204576626	1	0	1	0.03333333333333333	0.19822109275730623	0.0	0.2057471264367816	0.041666666666666664	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
1736	1	0.31746031746031744	0	0.05413989749512741	1	0	1	0.3333333333333333	0.13722998729351968	0.0	0.5287356321839081	0.0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
1748	1	0.46031746031746024	0	0.05764094419981232	1	0	1	0.4	0.13850063532401524	0.0	0.20804597701149427	0.041666666666666664	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1750	0	0.4285714285714286	0	0.16718400346495346	0	0	0	0.16666666666666669	0.34053367217280817	0.0	0.23333333333333334	0.08333333333333334	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0
1754	1	0.14285714285714285	0	0.10268533891575832	0	0	1	0.8333333333333334	0.20520965692503176	0.1	0.1632183908045977	0.041666666666666664	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0
1760	1	0.23809523809523814	0	0.05053057099545225	1	0	1	0.26666666666666666	0.329733163913596	0.0	0.10919540229885058	0.16666666666666666	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1764	0	0.14285714285714285	0	0.12242835486898146	0	0	1	0.23333333333333334	0.12515883100381195	0.0	0.09885057471264369	0.041666666666666664	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
1767	1	0.4920634920634921	0	0.06125027069948748	1	0	1	0.4666666666666667	0.26048284625158835	0.30000000000000004	0.4298850574712643	0.0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
1779	0	0.19047619047619047	0	0.5454053273659135	1	0	1	0.43333333333333335	0.40216010165184246	0.0	0.2	0.08333333333333334	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
1786	0	0.26984126984126977	0	0.09294015736663538	1	0	1	0.4666666666666667	0.06162642947903431	0.0	0.3816091954022988	0.041666666666666664	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
1805	0	0.7936507936507937	0	0.6220313289540171	0	0	1	0.13333333333333333	0.10609911054637866	0.20000000000000004	0.21264367816091953	0.0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
1810	0	0.12698412698412698	0	0.06399335883924061	1	0	1	0.43333333333333335	0.003176620076238882	0.8	0.39425287356321836	0.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1827	0	0.47619047619047616	0	0.20840251209124377	1	0	1	0.6666666666666666	0.10038119440914867	0.1	0.12873563218390804	0.08333333333333334	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
1830	0	0.25396825396825395	0	0.07846675810293799	1	0	1	0.06666666666666668	0.14358322744599744	0.1	0.296551724137931	0.0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
1848	0	0.2857142857142857	0	0.13137948458817586	1	0	1	0.6	0.3468869123252859	0.0	0.20919540229885059	0.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
1862	1	0.4285714285714286	0	0.09492528694145673	1	0	1	0.9666666666666667	0.258576874205845	0.0	0.19310344827586207	0.0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1868	0	0.3492063492063492	0	0.02602324406265791	1	1	1	0.16666666666666669	0.09783989834815757	0.0	0.393103448275862	0.041666666666666664	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
1871	0	0.2222222222222222	0	0.08629899660723309	1	0	1	0.16666666666666669	0.053367217280813214	0.0	0.39425287356321836	0.0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1875	0	0.15873015873015872	0	0.05702735869486754	0	0	1	0.43333333333333335	0.12579415501905972	0.0	0.20919540229885059	0.041666666666666664	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
1882	0	0.2222222222222222	0	0.06641160759402295	1	0	1	0.16666666666666669	0.2795425667090216	0.1	0.3954022988505747	0.041666666666666664	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
1884	0	0.3015873015873016	0	0.02400202122283982	1	0	1	0.9666666666666667	0.08831003811944092	0.4	0.28390804597701147	0.041666666666666664	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1886	1	0.3015873015873016	0	0.0830866960225222	1	0	1	0.3	0.43583227445997463	0.1	0.2057471264367816	0.16666666666666666	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1905	1	0.4126984126984127	0	0.06038403233956544	1	0	1	0.5666666666666667	0.5749682337992377	0.1	0.2103448275862069	0.125	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
1910	0	0.5396825396825397	0	0.09164079982675233	1	0	1	0.43333333333333335	0.09529860228716645	0.0	0.20229885057471264	0.24999999999999997	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1912	0	0.5396825396825397	0	0.05053057099545225	0	0	0	0.5	0.8646759847522237	0.0	0.17126436781609197	0.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1928	1	0.031746031746031744	0	0.17584638706417383	0	0	1	0.6333333333333333	0.20775095298602286	0.0	0.20919540229885059	0.08333333333333334	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0
1933	0	0.46031746031746024	0	0.06763877860391251	1	1	0	0.26666666666666666	0.09339263024142314	0.20000000000000004	0.2528735632183908	0.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
1951	0	0.4126984126984127	0	0.10142207464087202	1	0	1	0.6	0.05590851334180432	0.0	0.2160919540229885	0.29166666666666663	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0
1952	1	0.33333333333333326	0	0.2687504511658125	1	1	0	0.4666666666666667	0.187420584498094	0.5000000000000001	0.20804597701149427	0.041666666666666664	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1953	0	0.25396825396825395	0	0.08590197069226882	0	0	1	0.3333333333333333	0.07179161372299873	0.30000000000000004	0.11839080459770115	0.24999999999999997	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0
1956	0	0.9047619047619047	0	0.07507399119324334	0	0	0	0.7666666666666667	0.32274459974587044	0.1	0.10114942528735632	0.24999999999999997	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
1970	0	0.23809523809523814	0	0.041182415361293585	1	0	1	0.9333333333333333	0.2388818297331639	0.0	0.2827586206896551	0.041666666666666664	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1983	0	0.2222222222222222	0	0.05432036382011117	1	0	1	0.2	0.08958068614993647	0.1	0.19540229885057472	0.08333333333333334	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
1989	0	0.39682539682539675	0	0.15613946437594745	1	1	1	0.6	0.30304955527318933	0.20000000000000004	0.1367816091954023	0.041666666666666664	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2000	0	0.12698412698412698	0	0.05269616689525735	1	0	1	0.16666666666666669	0.09911054637865312	0.0	0.38620689655172413	0.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
2002	0	0.19047619047619047	0	0.10766620948531005	1	0	1	0.6	0.06035578144853876	0.0	0.20804597701149427	0.0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0
2004	0	0.12698412698412698	0	0.08896989821699272	1	1	1	0.5333333333333333	0.25476493011435836	0.0	0.36321839080459767	0.0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
2005	0	0.4920634920634921	0	0.050061358550494484	1	0	1	0.4	0.22617534942820838	0.0	0.41724137931034483	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2013	0	0.1746031746031746	0	0.07251136937847398	1	0	1	0.43333333333333335	0.7121982210927573	0.0	0.38390804597701145	0.0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
2015	1	0.31746031746031744	0	0.05053057099545225	1	0	1	0.7333333333333333	0.1416772554002541	0.1	0.20804597701149427	0.20833333333333334	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
2019	0	0.4920634920634921	0	0.05204648812531582	1	0	1	0.3666666666666667	0.029224904701397714	0.1	0.39195402298850573	0.08333333333333334	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
2032	1	0.6190476190476191	0	0.11286363964484228	0	0	0	0.8	0.3144853875476493	0.30000000000000004	0.4103448275862069	0.041666666666666664	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
2049	1	0.6190476190476191	0	0.20205009745181549	0	0	1	0.43333333333333335	0.193138500635324	0.0	0.10344827586206898	0.37499999999999994	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2050	0	0.5079365079365079	0	0.05883202194470512	1	0	1	0.16666666666666669	0.12261753494282084	0.1	0.19425287356321838	0.041666666666666664	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
2055	1	0.4444444444444444	0	0.07103154551360716	1	0	1	0.03333333333333333	0.23697585768742058	0.1	0.44252873563218387	0.0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2068	1	0.4285714285714286	0	0.09265141124666137	1	0	1	0.9666666666666667	0.6118170266836087	0.0	0.09885057471264369	0.16666666666666666	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2069	0	0.2857142857142857	0	0.05179383527033856	1	0	1	0.5333333333333333	0.09593392630241424	0.0	0.31264367816091954	0.08333333333333334	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0
2070	0	0.9523809523809523	0	0.35024904352847763	0	0	0	0.16666666666666669	0.42947903430749684	0.0	0.13448275862068967	0.41666666666666663	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2075	0	0.7777777777777777	0	0.06760268533891577	0	0	1	0.2	0.06797966963151207	0.0	0.08850574712643677	0.0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
2104	0	0.2857142857142857	0	0.10513968093553744	0	0	1	0.2	0.20648030495552733	0.0	0.39195402298850573	0.0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
2122	1	0.4444444444444444	0	0.08001876849779832	0	0	1	0.43333333333333335	0.3252858958068615	0.0	0.3229885057471264	0.125	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2123	0	0.33333333333333326	0	0.0630910272143218	1	0	1	0.2	0.1397712833545108	0.1	0.31494252873563217	0.041666666666666664	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2131	1	0.23809523809523814	0	0.09618855121634304	1	0	1	0.4666666666666667	0.2039390088945362	0.4	0.2045977011494253	0.125	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
2151	0	0.4920634920634921	0	0.07225871652349672	1	0	1	0.3333333333333333	0.21728081321473952	0.0	0.3252873563218391	0.041666666666666664	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0
2159	1	0.20634920634920628	0	0.06446257128419837	0	0	1	0.3666666666666667	0.15756035578144853	0.0	0.10459770114942529	0.125	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2176	1	0.12698412698412698	0	0.04887028080560168	1	0	1	0.0	0.12325285895806863	0.0	0.10459770114942529	0.5416666666666666	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2181	0	0.19047619047619047	0	0.05172164874034506	1	0	1	0.5666666666666667	0.07623888182973317	0.0	0.4218390804597701	0.125	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
2185	0	0.31746031746031744	0	0.10243268606078107	1	0	1	0.16666666666666669	0.12833545108005082	0.0	0.4022988505747126	0.041666666666666664	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2188	0	0.4126984126984127	0	0.11163646863495272	1	0	1	0.8	0.08386277001270648	0.0	0.1103448275862069	0.0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2196	0	0.5396825396825397	0	1.0	1	0	1	0.3333333333333333	0.013977128335451082	0.0	0.09540229885057472	0.08333333333333334	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
2212	1	0.2222222222222222	0	0.16967443874972932	1	0	1	0.5333333333333333	0.30495552731893266	0.1	0.2597701149425287	0.125	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
2213	1	0.06349206349206349	0	0.08019923482278207	0	0	1	0.8666666666666667	0.11372299872935197	0.0	0.10344827586206898	0.041666666666666664	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
2220	1	0.20634920634920628	0	0.055547534830000724	1	1	1	0.5666666666666667	0.4618805590851335	0.1	0.3333333333333333	0.16666666666666666	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2235	0	0.4126984126984127	0	0.05219086118530283	0	1	1	0.5333333333333333	0.047649301143583234	0.0	0.1735632183908046	0.0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0
2242	0	0.2222222222222222	0	0.05089150364541977	0	1	1	0.5666666666666667	0.0997458703939009	0.0	0.19770114942528735	0.08333333333333334	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
2249	0	0.46031746031746024	0	0.0786833176929185	0	0	1	0.23333333333333334	0.09085133418043202	0.0	1.0	0.041666666666666664	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
2251	1	0.26984126984126977	0	0.059120768064679134	0	0	1	0.06666666666666668	0.11435832274459976	0.0	0.10459770114942529	0.0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
2255	0	0.25396825396825395	0	0.10578935970547897	1	0	1	0.23333333333333334	0.04828462515883101	0.20000000000000004	0.19425287356321838	0.0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
2263	0	0.6031746031746031	0	0.06864939002382156	1	0	1	0.3666666666666667	0.12198221092757307	0.1	0.4241379310344827	0.08333333333333334	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2266	0	0.5555555555555556	0	0.05053057099545225	0	0	1	0.7333333333333333	0.11118170266836087	0.1	0.27241379310344827	0.08333333333333334	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2271	0	0.2222222222222222	0	0.056702519309896775	1	0	1	0.2	0.1181702668360864	0.0	0.3367816091954023	0.0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
2293	0	0.2222222222222222	0	0.050602757525445755	1	1	1	0.13333333333333333	0.11372299872935197	0.0	0.19080459770114944	0.20833333333333334	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2302	0	0.12698412698412698	0	0.07828629177795424	1	0	1	0.4666666666666667	0.0940279542566709	0.0	0.42528735632183906	0.041666666666666664	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
2306	0	0.25396825396825395	0	0.05074713058543276	1	0	1	0.8666666666666667	0.06035578144853876	0.0	0.49885057471264366	0.0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2318	0	0.5238095238095237	0	0.058651555619721366	1	0	1	0.6333333333333333	0.18996188055908514	0.0	0.38965517241379305	0.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2335	0	0.20634920634920628	0	0.06821627084386053	1	0	1	0.2	0.01651842439644219	0.0	0.4160919540229885	0.041666666666666664	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
2345	0	0.09523809523809523	0	0.06901032267378908	1	1	1	0.9666666666666667	0.12770012706480305	0.4	0.27356321839080455	0.08333333333333334	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2359	0	0.25396825396825395	0	0.06558146249909767	1	0	1	0.16666666666666669	0.0063532401524777635	0.9	0.2367816091954023	0.08333333333333334	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
2372	1	0.3650793650793651	0	0.17335595177939797	1	0	1	0.3666666666666667	0.44599745870393903	0.1	0.1103448275862069	0.041666666666666664	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
2379	0	0.3492063492063492	0	0.1043456291056089	1	0	1	0.16666666666666669	0.12579415501905972	0.1	0.38275862068965516	0.041666666666666664	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2380	0	0.19047619047619047	0	0.28159965350465604	1	0	1	0.16666666666666669	0.09720457433290978	0.0	0.19080459770114944	0.0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
2396	0	0.15873015873015872	0	0.0821843643976034	0	0	1	0.4	0.12515883100381195	0.0	0.0942528735632184	0.16666666666666666	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
2405	0	0.31746031746031744	0	0.05053057099545225	1	1	1	0.8333333333333334	0.06353240152477764	0.1	0.19655172413793104	0.0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2429	0	0.09523809523809523	0	0.057857503789792826	0	0	1	0.5	0.06289707750952986	0.0	0.22413793103448276	0.0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
2430	0	0.5079365079365079	0	0.11614812675954667	0	1	1	0.5333333333333333	0.11689961880559085	0.1	0.12643678160919541	0.125	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2431	1	0.3492063492063492	0	0.09705478957626507	0	0	1	0.4666666666666667	0.1556543837357052	0.30000000000000004	0.4758620689655172	0.041666666666666664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2433	1	0.8412698412698412	0	0.07926080993286654	0	0	1	0.7333333333333333	0.2681067344345617	0.0	0.20804597701149427	0.041666666666666664	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
2438	0	0.3015873015873016	0	0.07547101710820761	1	1	1	0.5	0.3252858958068615	0.0	0.2919540229885057	0.0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
2444	1	0.23809523809523814	0	0.07666209485310041	1	0	1	0.43333333333333335	0.17916137229987292	0.1	0.4758620689655172	0.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2446	0	0.15873015873015872	0	0.049519959575543206	1	0	1	0.5666666666666667	0.1772554002541296	0.1	0.42528735632183906	0.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2447	0	0.4126984126984127	0	0.07453259221829207	0	0	1	0.9666666666666667	0.053367217280813214	0.30000000000000004	0.2689655172413793	0.041666666666666664	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2449	1	0.25396825396825395	0	0.08391684111744749	0	0	1	0.43333333333333335	0.20076238881829733	0.20000000000000004	0.2160919540229885	0.125	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
2460	0	0.09523809523809523	0	0.05612502706994875	1	0	1	0.9333333333333333	0.18170266836086404	0.0	0.27931034482758615	0.125	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
2474	0	0.19047619047619047	0	0.11069804374503718	1	0	1	0.5666666666666667	0.10101651842439645	0.1	0.2045977011494253	0.08333333333333334	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
2478	0	0.47619047619047616	0	0.07828629177795424	0	0	1	0.9	0.04256670902160102	0.1	0.4160919540229885	0.125	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2524	0	0.23809523809523814	0	0.09589980509636903	1	0	1	0.6333333333333333	0.05590851334180432	0.20000000000000004	0.37701149425287356	0.24999999999999997	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2536	0	0.5714285714285714	0	0.051577275680358046	0	0	1	0.9333333333333333	0.02986022871664549	0.1	0.2597701149425287	0.0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2539	1	0.38095238095238093	0	0.051035876705406776	0	0	1	0.4	0.10292249047013978	0.0	0.10459770114942529	0.0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2555	0	0.46031746031746024	0	0.06413773189922761	0	0	1	0.7	0.09720457433290978	0.0	0.06666666666666668	0.041666666666666664	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
2556	1	0.2222222222222222	0	0.06781924492889627	1	0	1	0.3666666666666667	0.324015247776366	0.0	0.4011494252873563	0.16666666666666666	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2560	0	0.38095238095238093	0	0.08918645780697322	1	0	1	0.3333333333333333	0.08767471410419314	0.20000000000000004	0.40919540229885054	0.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2563	0	0.5555555555555556	0	0.08175124521764239	1	0	1	0.5333333333333333	0.050825921219822115	0.0	0.1724137931034483	0.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2583	1	0.5079365079365079	0	0.14282104959214612	0	0	1	0.9	0.08195679796696316	0.4	0.23333333333333334	0.041666666666666664	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2596	0	0.19047619047619047	0	0.05067494405543926	0	0	1	0.1	0.08894536213468869	0.1	0.2977011494252873	0.125	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2598	0	0.25396825396825395	0	0.0637767992492601	0	0	1	0.03333333333333333	0.13468869123252858	0.0	0.2528735632183908	0.0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
2613	0	0.25396825396825395	0	0.07669818811809717	1	0	1	0.8666666666666667	0.07496823379923762	0.20000000000000004	0.11264367816091955	0.29166666666666663	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2615	0	0.39682539682539675	0	0.0785389446329315	1	0	1	0.16666666666666669	0.14421855146124524	0.30000000000000004	0.28965517241379307	0.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2640	0	0.1111111111111111	0	0.18306504006352414	1	0	1	0.4666666666666667	0.09656925031766202	0.1	0.4022988505747126	0.16666666666666666	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
2653	1	0.39682539682539675	0	0.05053057099545225	1	0	1	0.8333333333333334	0.932020330368488	0.0	0.21954022988505748	0.125	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
2659	0	0.6190476190476191	0	0.0538511513751534	1	0	1	0.3666666666666667	0.08513341804320204	0.1	0.4011494252873563	0.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2665	1	0.1111111111111111	0	0.185266729228326	1	0	1	0.7	0.12261753494282084	0.0	0.11149425287356321	0.20833333333333334	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
2670	0	0.4126984126984127	0	0.05053057099545225	1	1	1	0.6333333333333333	0.14866581956797967	0.1	0.296551724137931	0.041666666666666664	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2673	0	0.23809523809523814	0	0.07074279939363315	1	0	1	0.03333333333333333	0.03367217280813215	0.0	0.15517241379310345	0.0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
